adresse;name;signatur
0x00456fd0;computeBuildingCategoryEntryPointAndDestroyEarlierBuilding;void computeBuildingCategoryEntryPointAndDestroyEarlierBuilding(GameStateStructures * this, uint buildingID, int playerID, PlayerDataBuildingCategoryEnum category)
0x004572a0;validateBuildingCategoryReference;void validateBuildingCategoryReference(GameStateStructures * this, int playerID, int param_2)
0x004574c0;checkKeepEnclosed;BOOLEnum checkKeepEnclosed(GameStateStructures * this, int playerID)
0x004576e0;canNavigateFromKeepToKeep;BOOLEnum canNavigateFromKeepToKeep(GameStateStructures * this, int playerID1, int playerID2)
0x00457770;canUnitsNavigateFromKeepToKeep;BOOLEnum canUnitsNavigateFromKeepToKeep(GameStateStructures * this, int playerID, int targetPlayerID)
0x00457800;unitsCanMoveFromKeepOfPlayerToAnotherArea;BOOLEnum unitsCanMoveFromKeepOfPlayerToAnotherArea(GameStateStructures * this, int playerID)
0x00457870;canKeepReachSignpostZone;BOOLEnum canKeepReachSignpostZone(GameStateStructures * this, int playerID, int param_2, int param_3)
0x004578f0;canKeepReachSignpostZoneViaPathfinder;BOOLEnum canKeepReachSignpostZoneViaPathfinder(GameStateStructures * this, int param_1, int param_2, int param_3)
0x00457960;updatePrimaryBuildingPlayerDataReferences;void updatePrimaryBuildingPlayerDataReferences(GameStateStructures * this, uint buildingID)
0x00457a70;changePlayerOwnership;void changePlayerOwnership(GameStateStructures * this, int fromPlayer, int toPlayer)
0x00457ad0;swapOwnership;void swapOwnership(int playerID_1, int playerID_2)
0x00457b40;destroyPlayerCompletely;void destroyPlayerCompletely(GameStateStructures * this, int playerID)
0x00457b80;checkRequiredResourcesForBuildingOrPlanToBuy;undefined4 checkRequiredResourcesForBuildingOrPlanToBuy(GameStateStructures * this, MappersEnum commandBuildingType, int playerID, BOOLEnum playResourceLackMsgUnk)
0x00457e80;getWallTilesThatCanBeBuilt;int getWallTilesThatCanBeBuilt(GameStateStructures * this, int playerID, int wallMaterial)
0x00457f20;showPopAndGoldPopup;void showPopAndGoldPopup(GameStateStructures * this)
0x00457fd0;createStatsPopUpEntities;void createStatsPopUpEntities(GameStateStructures * this)
0x00458070;displayPlayerTradeVisualEffect;void displayPlayerTradeVisualEffect(GameStateStructures * this, int playerID, int param_2, int amount, undefined4 resourceType)
0x004580c0;spawnChicken;void spawnChicken(GameStateStructures * this)
0x00458280;spawnMotherOrChild;void spawnMotherOrChild(GameStateStructures * this)
0x004585b0;playerHasACampground;BOOLEnum playerHasACampground(GameStateStructures * this, int playerID)
0x004585f0;moveUnitAroundCampfire;int moveUnitAroundCampfire(GameStateStructures * this, int unitID, int availablePeasants)
0x004586d0;activateTraderState;void activateTraderState(GameStateStructures * this)
0x004586f0;resetTraderState;void resetTraderState(GameStateStructures * this)
0x00458700;findNextPlayerWithMarketplace;int findNextPlayerWithMarketplace(GameStateStructures * this, int param_1)
0x00458740;isResourceTypeTradeable;BOOLEnum isResourceTypeTradeable(GameStateStructures * this, ResourceType resourceType)
0x00458760;anyGoodsAreAllowedForSale;BOOLEnum anyGoodsAreAllowedForSale(GameStateStructures * this)
0x004587a0;getNextGoodFilteringUnallowed;int getNextGoodFilteringUnallowed(GameStateStructures * this, ResourceType param_1)
0x00458820;getPreviousGoodsFilteringUnallowed;int getPreviousGoodsFilteringUnallowed(GameStateStructures * this, ResourceType param_1)
0x00458890;getBatchBuyPrice;int getBatchBuyPrice(GameStateStructures * this, undefined4 playerID, int resourceType)
0x004588a0;getBuyPrice;int getBuyPrice(GameStateStructures * this, undefined4 playerID, int resourceType, int amount)
0x004588d0;getBuyPriceForOneUnit;int getBuyPriceForOneUnit(GameStateStructures * this, int param_1)
0x004588f0;getSalePriceOfGood;int getSalePriceOfGood(GameStateStructures * this, ResourceType param_1)
0x00458910;getSellPrice;int getSellPrice(GameStateStructures * this, int playerID, int resourceType, int amount)
0x00458940;getSellResourceAmount;undefined getSellResourceAmount(void)
0x00458990;setVariousGameStateToInitialValues;undefined setVariousGameStateToInitialValues(void)
0x004589e0;processPeasantsForBuildings;void processPeasantsForBuildings(GameStateStructures * this)
0x00458a70;updateFoodTypesInStockForAllPlayers;undefined updateFoodTypesInStockForAllPlayers(void)
0x00458ad0;processFoodConsumption;void processFoodConsumption(GameStateStructures * this)
0x00458d50;updateAleRate;void updateAleRate(GameStateStructures * this)
0x00458e20;computeAleCoverage;int computeAleCoverage(GameStateStructures * this, int playerID)
0x00458e60;updateCrowding;void updateCrowding(GameStateStructures * this)
0x00458ec0;updateFearFactorProductivity;void updateFearFactorProductivity(GameStateStructures * this)
0x00458f70;recomputeReligionBonuses;void recomputeReligionBonuses(GameStateStructures * this)
0x00459080;calculateTaxIncomeForPlayer;int calculateTaxIncomeForPlayer(GameStateStructures * this, int playerIndex, int taxStep, int currentPeasants)
0x00459140;calculateTaxBribeExpenseForPlayer;int calculateTaxBribeExpenseForPlayer(GameStateStructures * this, int playerIndex, int taxStep, int currentPopulation)
0x00459170;getNumberToDisplayPlayerTaxIncome;int getNumberToDisplayPlayerTaxIncome(GameStateStructures * this, int playerIndex, int taxStep, int currentPopulation)
0x004591b0;getNumberToDisplayBribeIncome;int getNumberToDisplayBribeIncome(GameStateStructures * this, int playerIndex, int taxStep, int currentPopulation)
0x004591f0;despawnPeasantOrWorker;void despawnPeasantOrWorker(GameStateStructures * this, int playerID)
0x00459490;spawnDrunkard;void spawnDrunkard(GameStateStructures * this, int param_1)
0x004595d0;singlePlayerHasKeepAndGranaryCheck;int singlePlayerHasKeepAndGranaryCheck(GameStateStructures * this)
0x00459640;resetTeams;void resetTeams(GameStateStructures * this)
0x004596d0;getTeamsDifferent;BOOLEnum getTeamsDifferent(GameStateStructures * this, int firstPlayerId, int secondPlayerId)
0x00459700;findAITeamMate;int findAITeamMate(GameStateStructures * this, int playerID1)
0x00459740;teamToBitFlagsUnk;uint teamToBitFlagsUnk(GameStateStructures * this, int unitID)
0x004597d0;areActivePlayersMostlySameTeam;BOOLEnum areActivePlayersMostlySameTeam(GameStateStructures * this)
0x004598b0;recountStablesAndHorses;void recountStablesAndHorses(GameStateStructures * this)
0x00459930;linkageBetweenHorseUnitAndStableUnk;int linkageBetweenHorseUnitAndStableUnk(GameStateStructures * this, int playerID, int unitID)
0x00459a20;spawnPoisonCloudsAroundBuilding;void spawnPoisonCloudsAroundBuilding(GameStateStructures * this, int buildingID)
0x00459b50;playSFXNoSpaceInTheStockPile;void playSFXNoSpaceInTheStockPile(GameStateStructures * this, int playerID)
0x00459bb0;clearTribeHotKey;void clearTribeHotKey(GameStateStructures * this, int hotkeyID)
0x00459be0;fillWith0xFF;void fillWith0xFF(GameStateStructures * this)
0x00459c10;assignSelectionToKey;void assignSelectionToKey(GameStateStructures * this, int number, int tribeID)
0x00459e40;HandleActivateTacticalPowers;void HandleActivateTacticalPowers(int param_1, int powerType, int param_3)
0x0045a060;renderDebugDataCurrentPlayerData;void renderDebugDataCurrentPlayerData(GameStateStructures * this, int x, int y, int width, int height)
0x0045acc0;validateLadyAndJesterUnitRefs;void validateLadyAndJesterUnitRefs(void)
0x0045ad10;initPopularityAndRecruitableDefaults;void initPopularityAndRecruitableDefaults(void)
0x0045ae00;resetTeams;void resetTeams(void)
0x0045ae10;addBuildingInRegistry;void addBuildingInRegistry(GameStateStructures * this, int buildingID)
0x0045ae70;resetBuildingsCurrentIndexCounter;void resetBuildingsCurrentIndexCounter(GameStateStructures * this)
0x0045aeb0;selectARandomBuildingOwnedByPlayer;int selectARandomBuildingOwnedByPlayer(GameStateStructures * this, int playerID)
0x0045af00;resetSomethingBuildingRelatedForAllPlayers;void resetSomethingBuildingRelatedForAllPlayers(GameStateStructures * this)
0x0045af30;computePopulationStatistics;void computePopulationStatistics(GameStateStructures * this)
0x0045b1c0;clearEnemyRelatedStructures;void clearEnemyRelatedStructures(GameStateStructures * this)
0x0045b3e0;initializeGameStateAfterMapLoad;void initializeGameStateAfterMapLoad(GameStateStructures * this)
0x0045b460;switchPlayerOwnership;void switchPlayerOwnership(GameStateStructures * this, int playerID)
0x0045b6b0;updateTrader;void updateTrader(GameStateStructures * this)
0x0045b7f0;getSalesPrice;int getSalesPrice(GameStateStructures * this, int playerID, int resourceType)
0x0045b830;updatePopularity;void updatePopularity(GameStateStructures * this)
0x0045bf50;updateTaxing;void updateTaxing(GameStateStructures * this)
0x0045c050;spawnPoisonCloudsAtRandomStorageOrArmyBuilding;void spawnPoisonCloudsAtRandomStorageOrArmyBuilding(GameStateStructures * this, int playerID, int count)
0x0045c1c0;migrateGameStateForMapVersion;void migrateGameStateForMapVersion(GameStateStructures * this, PackagedFileMagicNum receivedMapVersion, PackagedFileMagicNum packagerMapVersion)
0x0045ca20;processSingleTimeTick;void processSingleTimeTick(GameStateStructures * this)
0x0045cd10;processGameTick;void processGameTick(GameStateStructures * this)
0x0045d060;PrintToDestination;void PrintToDestination(wchar_t * destination, wchar_t * format, ...)
0x0045d080;setHelpWindowBounds;void setHelpWindowBounds(TextEditorState * this, undefined4 param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)
0x0045d0b0;freeMemory;void freeMemory(AlphaAndButtonSurface * this)
0x0045d0c0;resetHelpStateFields;void resetHelpStateFields(TextEditorState * this)
0x0045d140;findHelpSectionIndexByName;int findHelpSectionIndexByName(TextEditorState * this, char * param_1)
0x0045d1a0;findOrAddHelpSectionName;int findOrAddHelpSectionName(TextEditorState * this, char * param_1)
0x0045d200;parseHLPPart;WCHAR parseHLPPart(TextEditorState * this, FILE * filePointer)
0x0045d370;loadHelpSectionGraphics;void loadHelpSectionGraphics(TextEditorState * this)
0x0045d3c0;getWideCharPointer;undefined * getWideCharPointer(TextEditorState * this, int * param_1)
0x0045d430;renderHelpImageHotspots;void renderHelpImageHotspots(TextEditorState * this)
0x0045d690;bltTextToScreenIfNeedBe;void bltTextToScreenIfNeedBe(TextEditorState * this)
0x0045d6c0;drawBorderStyle0x20;void drawBorderStyle0x20(TextEditorState * this, int param_1, int param_2, int param_3, int param_4)
0x0045d740;drawHelpWindowBackground;void drawHelpWindowBackground(TextEditorState * this)
0x0045d890;findHelpGraphicIndexByName;int findHelpGraphicIndexByName(TextEditorState * this, char * param_1)
0x0045d8f0;findOrAddHelpGraphicName;void findOrAddHelpGraphicName(TextEditorState * this, char * param_1)
0x0045d950;getNextHelpSectionID;int getNextHelpSectionID(TextEditorState * this, int param_1)
0x0045d990;getPrevHelpSectionID;int getPrevHelpSectionID(TextEditorState * this, int param_1)
0x0045d9e0;getHelpSectionText;char * getHelpSectionText(TextEditorState * this, int param_1)
0x0045da20;getNextHelpColorEntryIndex;undefined getNextHelpColorEntryIndex(void)
0x0045da40;getPrevHelpColorEntryIndex;undefined getPrevHelpColorEntryIndex(void)
0x0045da80;findSoundIndexByName;int findSoundIndexByName(TextEditorState * this, char * param_1)
0x0045dae0;findOrAddSoundName;void findOrAddSoundName(TextEditorState * this, char * param_1)
0x0045db40;saveHelpFileToResource;void saveHelpFileToResource(TextEditorState * this)
0x0045de40;MenuItemRenderFunction_TextEditor_Buttons;void MenuItemRenderFunction_TextEditor_Buttons(int param_1, ...)
0x0045edf0;MenuItemActionHandler_TextEditor_Scrollbar;void MenuItemActionHandler_TextEditor_Scrollbar(int param_1, int param_2, int * minValue, int * maxValue, int * currentValue)
0x0045ef90;MenuItemRenderFunction_TextEditor_Scrollbar;void MenuItemRenderFunction_TextEditor_Scrollbar(int param_1, int thumbYPos, int param_3, int thumbHeight, BOOLEnum isDragged)
0x0045f080;getHelpTokenAdvanceLength;undefined getHelpTokenAdvanceLength(void)
0x0045f0d0;insertHelpTextToken;void insertHelpTextToken(TextEditorState * this, undefined4 param_1)
0x0045f120;MenuItemRenderFunction_DisplayScenarioHelpText_AnotherButtonUnk;void MenuItemRenderFunction_DisplayScenarioHelpText_AnotherButtonUnk(int param_1, ...)
0x0045f130;Constructor_TextEditorState;TextEditorState * Constructor_TextEditorState(TextEditorState * this)
0x0045f240;closeHelpDialogAndReturnToMenu;void closeHelpDialogAndReturnToMenu(TextEditorState * this)
0x0045f470;readCrusaderHelpHlp;void readCrusaderHelpHlp(TextEditorState * this, LPCSTR param_1)
0x0045f580;loadAndParseHelpFile;undefined4 loadAndParseHelpFile(TextEditorState * this, FILE * param_1)
0x0045f5b0;parseHlp;void parseHlp(TextEditorState * this)
0x0045fdc0;processHelpRichTextTokens;void processHelpRichTextTokens(TextEditorState * this, int param_1)
0x004613e0;setTextRenderingLogic;void setTextRenderingLogic(TextEditorState * this)
0x004614d0;initializeAndLayoutHelpText;void initializeAndLayoutHelpText(TextEditorState * this)
0x00461550;renderHelpDialogIfOpen;void renderHelpDialogIfOpen(TextEditorState * this)
0x00461570;MenuItemActionHandler_TextEditor_TextInputRelatedUnk;void MenuItemActionHandler_TextEditor_TextInputRelatedUnk(void)
0x004619d0;loadAndLayoutHelpContent;void loadAndLayoutHelpContent(TextEditorState * this)
0x00461a20;openBuildingHelpDialog;void openBuildingHelpDialog(TextEditorState * this, int param_1)
0x00461b90;openInGameHelpDialog;void openInGameHelpDialog(TextEditorState * this, int param_1)
0x00461cf0;openScenarioHelpDialog;void openScenarioHelpDialog(TextEditorState * this, int param_1)
0x00461e50;openCreditsScrollDialog;void openCreditsScrollDialog(TextEditorState * this, int param_1)
0x00461f90;openMapDescriptionEditorDialog;void openMapDescriptionEditorDialog(TextEditorState * this, int param_1)
0x004620f0;setCustomHelpText;void setCustomHelpText(TextEditorState * this, char * param_1, undefined4 param_2)
0x00462150;popHelpDialogStack;void popHelpDialogStack(TextEditorState * this)
0x00462190;openUnusedHelpTextEditorDialog;void openUnusedHelpTextEditorDialog(TextEditorState * this, int param_1)
0x00462340;MenuItemActionHandler_TextEditor_Buttons;void MenuItemActionHandler_TextEditor_Buttons(int param_1, ...)
0x00462fe0;Constructor_AlphaAndButtonSurface;AlphaAndButtonSurface * Constructor_AlphaAndButtonSurface(AlphaAndButtonSurface * this)
0x00462ff0;prepareButtonAndAlphaSurface;void prepareButtonAndAlphaSurface(AlphaAndButtonSurface * this)
0x004630b0;getPictureNumberInGm;undefined getPictureNumberInGm(void)
0x004630d0;isMouseOnButtonImageUnk;undefined isMouseOnButtonImageUnk(void)
0x00463270;ProcessBuildingClickBonus;void ProcessBuildingClickBonus(AlphaAndButtonSurface * this, int buildingIndex)
0x00463310;openBuildingStatusMenuForBuildingID;BOOLEnum openBuildingStatusMenuForBuildingID(AlphaAndButtonSurface * this, int buildingID)
0x00463a00;SelectUnitAndOpenStatusMenu;BOOLEnum SelectUnitAndOpenStatusMenu(AlphaAndButtonSurface * this, int unitIndex)
0x00463a90;renderBasicButton;void renderBasicButton(AlphaAndButtonSurface * this, int reverseOrBlendStrength, RenderTarget renderSurface)
0x00463ff0;MenuItemRenderFunction_General_RenderCurrentButtonWithPossibleAlphaTexOnScreenMenuSurface;void MenuItemRenderFunction_General_RenderCurrentButtonWithPossibleAlphaTexOnScreenMenuSurface(void)
0x004640d0;RenderCurrentNotActiveButtonWithPossibleAlphaTexOnCurrentSurfaceUnk;void RenderCurrentNotActiveButtonWithPossibleAlphaTexOnCurrentSurfaceUnk(void)
0x004641a0;RenderButtonImageWithBlending;void RenderButtonImageWithBlending(void)
0x00464260;MenuItemRenderFunction_ChooseRandomNumberOfEnemies_Main;void MenuItemRenderFunction_ChooseRandomNumberOfEnemies_Main(int param_1, ...)
0x00464300;RenderCurrentButtonOnScreenMenu;void RenderCurrentButtonOnScreenMenu(void)
0x00464370;RenderCurrentButtonToScreenMenuWithBlendingUnk;void RenderCurrentButtonToScreenMenuWithBlendingUnk(int blendStrengthUnk)
0x004643f0;MenuItemRenderFunction_InGameMenu_MainButtons;void MenuItemRenderFunction_InGameMenu_MainButtons(int param_1, ...)
0x00464860;MenuItemRenderFunction_MapEditorLandscaping_GeneralButtons;void MenuItemRenderFunction_MapEditorLandscaping_GeneralButtons(int param_1, ...)
0x004649c0;MenuItemActionHandler_BuildingAndStatusMenu_Unknown_Min1;void MenuItemActionHandler_BuildingAndStatusMenu_Unknown_Min1(void)
0x004649d0;MenuItemRenderFunction_BuildingAndStatusMenu_BarracksWeaponAvailability;void MenuItemRenderFunction_BuildingAndStatusMenu_BarracksWeaponAvailability(int param_1, ...)
0x00464d90;MenuItemActionHandler_BuildingAndStatusMenu_UnknownMin1Unk;void MenuItemActionHandler_BuildingAndStatusMenu_UnknownMin1Unk(void)
0x00464da0;IsEuroUnitRecruitableUnk;EuroRecruitableState IsEuroUnitRecruitableUnk(int barrackUnitIdUnk)
0x00464e80;GetUnitRecruitPermission;int GetUnitRecruitPermission(int param_1)
0x00464ef0;ProcessRecruitUnit;void ProcessRecruitUnit(int playerID, int unitType, undefined4 recruitmentBuildingID)
0x00465040;HasEnoughGold;BOOLEnum HasEnoughGold(int param_1)
0x00465080;CheckIfEnoughGoldForLadderman;void CheckIfEnoughGoldForLadderman(void)
0x004650a0;CheckIfEnoughGoldForMonk;void CheckIfEnoughGoldForMonk(void)
0x004650c0;CheckGoldResource;BOOLEnum CheckGoldResource(int param_1)
0x004650f0;CheckIfEnoughGoldForTunneler;void CheckIfEnoughGoldForTunneler(void)
0x00465110;MenuItemRenderFunction_BuildingAndStatusMenu_WorkshopWeaponSelection;void MenuItemRenderFunction_BuildingAndStatusMenu_WorkshopWeaponSelection(ResourceType _weapon, ...)
0x00465200;MenuItemActionHandler_BuildingAndStatusMenu_WorkshopWeaponSelection;void MenuItemActionHandler_BuildingAndStatusMenu_WorkshopWeaponSelection(ResourceType weapon, ...)
0x004652a0;SetBuildingProductionType;void SetBuildingProductionType(undefined4 playerID, int buildingID, ushort producedItemType, int buildingUID)
0x004652d0;MenuItemRenderFunction_BuildingAndStatusMenu_DrawbridgeOpenClose;void MenuItemRenderFunction_BuildingAndStatusMenu_DrawbridgeOpenClose(int param_1, ...)
0x00465360;MenuItemActionHandler_BuildingAndStatusMenu_DrawbridgeOpenClose;void MenuItemActionHandler_BuildingAndStatusMenu_DrawbridgeOpenClose(int param_1, ...)
0x004653b0;OpenOrCloseDrawbridge;void OpenOrCloseDrawbridge(undefined4 param_1, int buildingID, int value, int buildingUID)
0x004653f0;MenuItemRenderFunction_BuildingAndStatusMenu_GatehouseOpenClose;void MenuItemRenderFunction_BuildingAndStatusMenu_GatehouseOpenClose(int param_1, ...)
0x00465480;MenuItemActionHandler_BuildingAndStatusMenu_GatehouseOpenClose;void MenuItemActionHandler_BuildingAndStatusMenu_GatehouseOpenClose(int param_1, ...)
0x004654f0;GateOpenOrClose;void GateOpenOrClose(undefined4 playerID, int buildingID, int newGateState, int buildingUID)
0x00465560;MenuItemActionHandler_BuildingAndStatusMenu_TaxSlider;void MenuItemActionHandler_BuildingAndStatusMenu_TaxSlider(int param_1, int param_2, int * minValue, int * maxValue, int * currentValue)
